提出回次,提出番号,件名,提出者,提出人数,質問本文（html）,答弁本文（html）,質問本文（PDF）,答弁本文（PDF）,明細URL,提出日,転送日,答弁書受領日,備考
001,24,外交問題に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001024.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001024.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001024.htm,1947-08-07,1947-08-08,1947-08-12,
001,25,病院組織、看護業務の改善並に国家による看護婦再教育に関する質問主意書,井上　なつゑ,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001025.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001025.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001025.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001025.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001025.htm,1947-08-08,1947-08-11,1947-08-15,
001,26,農地の実際作付面積調査に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001026.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001026.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001026.htm,1947-08-08,1947-08-11,1947-08-15,
001,27,土地の権利金問題に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001027.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001027.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001027.htm,1947-08-08,1947-08-11,1947-08-15,
001,28,戦災宅地を農地とした現在耕作地に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001028.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001028.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001028.htm,1947-08-08,1947-08-11,1947-08-15,
001,29,医薬品公定価格改正に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001029.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001029.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001029.htm,1947-08-08,1947-08-11,1947-08-15,
001,30,開拓政策途上に於ける隘路に関する質問主意書,北條　秀一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001030.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001030.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001030.htm,1947-08-11,1947-08-14,1947-08-19,
001,31,神社山林の開放に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001031.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001031.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001031.htm,1947-08-12,1947-08-14,1947-08-19,
001,32,教育の機会均等上学資支給に関する質問主意書,姫井　伊介,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001032.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001032.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001032.htm,1947-08-13,1947-08-14,1947-08-19,
001,33,日本薬剤師会改組に関する再質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001033.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001033.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001033.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001033.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001033.htm,1947-08-14,1947-08-16,1947-08-22,
001,34,産婆並に看護婦並に薬種商等の講義録出版に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001034.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001034.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001034.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001034.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001034.htm,1947-08-14,1947-08-16,1947-08-22,
001,35,鉄道（国鉄）の赤字防止に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001035.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001035.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001035.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001035.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001035.htm,1947-08-14,1947-08-16,1947-08-22,
001,36,政府買上又は財産税徴収により物納せる土地に対する公租其他の負担に関する質問主意書,田村　文吉,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001036.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001036.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001036.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001036.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001036.htm,1947-08-15,1947-08-18,1947-08-22,
001,37,在外同胞の本国送金小切手払渡に関する質問主意書,北條　秀一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001037.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001037.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001037.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001037.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001037.htm,1947-08-16,1947-08-19,1947-08-22,
001,38,農業技術指導に関する質問主意書,三好　始,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001038.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001038.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001038.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001038.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001038.htm,1947-08-18,1947-08-20,1947-08-26,
001,39,刑務所並に拘置所に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001039.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001039.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001039.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001039.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001039.htm,1947-08-19,1947-08-21,1947-08-26,
001,40,墓地に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001040.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001040.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001040.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001040.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001040.htm,1947-08-19,1947-08-21,1947-08-26,
001,41,生鮮魚介類配給減少に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001041.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001041.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001041.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001041.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001041.htm,1947-08-20,1947-08-23,1947-08-29,
001,42,広告税増収に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001042.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001042.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001042.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001042.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001042.htm,1947-08-20,1947-08-23,1947-08-29,
001,43,受刑者の賞与金に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001043.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001043.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001043.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001043.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001043.htm,1947-08-20,1947-08-23,1947-08-29,
001,44,戦災私学復興助成に関する質問主意書,稻垣　平太郎,2,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001044.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001044.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001044.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001044.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001044.htm,1947-08-21,1947-08-23,1947-08-29,
001,45,運輸計画其の他に関する質問主意書,小川　友三,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001045.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001045.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001045.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001045.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001045.htm,1947-08-21,1947-08-23,1947-08-29,
001,46,生鮮食料品（水産物）に関する質問主意書,青山　正一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001046.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001046.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001046.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001046.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001046.htm,1947-08-25,1947-08-27,1947-09-02,
001,47,生鮮食料品（水産物）に関する質問主意書,青山　正一,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001047.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001047.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001047.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001047.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001047.htm,1947-08-26,1947-08-27,1947-09-02,
001,48,国名正称に関する質問主意書,姫井　伊介,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001048.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001048.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001048.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001048.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001048.htm,1947-08-26,1947-08-28,1947-09-02,
001,49,一般農政に関する質問主意書,駒井　藤平,1,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syuh/s001049.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/touh/t001049.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/syup/s001049.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/toup/t001049.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/syuisyo/001/meisai/m001049.htm,1947-08-28,1947-08-30,1947-09-05,
